clip_name,subject,filename,onset,apex,offset,emotion,frame_folder,depth_folder,fold
spNO.172_b_938,spNO.172,b,938,945,978,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_b_938,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_b_938,0
spNO.172_f_293,spNO.172,f,293,301,319,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_f_293,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_f_293,0
spNO.172_f_1933,spNO.172,f,1933,1935,1941,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_f_1933,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_f_1933,0
spNO.172_h_206,spNO.172,h,206,214,219,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_h_206,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_h_206,0
spNO.172_h_840,spNO.172,h,840,847,862,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_h_840,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_h_840,0
spNO.172_i_538,spNO.172,i,538,543,566,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_i_538,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_i_538,0
spNO.172_k_89,spNO.172,k,89,96,108,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_k_89,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_k_89,0
spNO.172_k_1877,spNO.172,k,1877,1882,1891,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_k_1877,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_k_1877,0
spNO.172_k_1898,spNO.172,k,1898,1903,1908,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_k_1898,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_k_1898,0
spNO.172_l_1617,spNO.172,l,1617,1623,1631,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.172_l_1617,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.172_l_1617,0
spNO.173_a_7,spNO.173,a,7,15,59,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.173_a_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.173_a_7,4
spNO.174_e_442,spNO.174,e,442,450,469,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.174_e_442,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.174_e_442,3
spNO.174_j_205,spNO.174,j,205,212,221,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.174_j_205,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.174_j_205,3
spNO.174_k_12,spNO.174,k,12,14,35,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.174_k_12,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.174_k_12,3
spNO.174_m_7,spNO.174,m,7,8,45,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.174_m_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.174_m_7,3
spNO.175_b_62,spNO.175,b,62,65,70,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.175_b_62,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.175_b_62,1
spNO.175_d_2730,spNO.175,d,2730,2736,2753,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.175_d_2730,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.175_d_2730,1
spNO.175_f_7,spNO.175,f,7,7,42,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.175_f_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.175_f_7,1
spNO.175_g_329,spNO.175,g,329,335,355,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.175_g_329,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.175_g_329,1
spNO.175_k_2169,spNO.175,k,2169,2177,2186,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.175_k_2169,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.175_k_2169,1
spNO.176_d_7,spNO.176,d,7,13,41,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.176_d_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.176_d_7,3
spNO.176_k_8,spNO.176,k,8,12,27,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.176_k_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.176_k_8,3
spNO.176_l_7,spNO.176,l,7,14,45,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.176_l_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.176_l_7,3
spNO.177_d_7,spNO.177,d,7,14,72,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.177_d_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.177_d_7,1
spNO.177_d_4170,spNO.177,d,4170,4180,4183,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.177_d_4170,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.177_d_4170,1
spNO.177_k_1333,spNO.177,k,1333,1341,1369,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.177_k_1333,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.177_k_1333,1
spNO.178_j_1184,spNO.178,j,1184,1188,1192,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.178_j_1184,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.178_j_1184,1
spNO.178_m_33,spNO.178,m,33,40,48,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.178_m_33,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.178_m_33,1
spNO.179_b_7,spNO.179,b,7,7,57,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.179_b_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.179_b_7,4
spNO.179_d_680,spNO.179,d,680,686,707,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.179_d_680,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.179_d_680,4
spNO.179_k_1407,spNO.179,k,1407,1415,1438,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.179_k_1407,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.179_k_1407,4
spNO.179_k_1493,spNO.179,k,1493,1499,1525,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.179_k_1493,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.179_k_1493,4
spNO.179_l_1071,spNO.179,l,1071,1077,1093,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.179_l_1071,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.179_l_1071,4
spNO.179_m_1264,spNO.179,m,1264,1269,1292,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.179_m_1264,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.179_m_1264,4
spNO.180_b_78,spNO.180,b,78,84,94,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.180_b_78,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.180_b_78,2
spNO.180_h_1794,spNO.180,h,1794,1802,1843,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.180_h_1794,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.180_h_1794,2
spNO.180_j_423,spNO.180,j,423,428,448,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.180_j_423,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.180_j_423,2
spNO.180_j_1670,spNO.180,j,1670,1676,1686,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.180_j_1670,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.180_j_1670,2
spNO.181_c_1467,spNO.181,c,1467,1470,1476,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_c_1467,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_c_1467,3
spNO.181_d_22,spNO.181,d,22,30,36,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_d_22,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_d_22,3
spNO.181_d_1023,spNO.181,d,1023,1030,1097,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_d_1023,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_d_1023,3
spNO.181_d_2376,spNO.181,d,2376,2383,2390,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_d_2376,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_d_2376,3
spNO.181_d_3290,spNO.181,d,3290,3298,3304,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_d_3290,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_d_3290,3
spNO.181_e_1655,spNO.181,e,1655,1662,1720,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_e_1655,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_e_1655,3
spNO.181_g_958,spNO.181,g,958,966,1020,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_g_958,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_g_958,3
spNO.181_g_1964,spNO.181,g,1964,1967,1988,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_g_1964,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_g_1964,3
spNO.181_i_3276,spNO.181,i,3276,3281,3335,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_i_3276,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_i_3276,3
spNO.181_j_24,spNO.181,j,24,32,42,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_j_24,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_j_24,3
spNO.181_j_258,spNO.181,j,258,262,278,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_j_258,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_j_258,3
spNO.181_j_1568,spNO.181,j,1568,1574,1595,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_j_1568,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_j_1568,3
spNO.181_k_1288,spNO.181,k,1288,1296,1313,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_k_1288,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_k_1288,3
spNO.181_l_1312,spNO.181,l,1312,1321,1323,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_l_1312,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_l_1312,3
spNO.181_m_34,spNO.181,m,34,41,46,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_m_34,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_m_34,3
spNO.181_m_423,spNO.181,m,423,428,503,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_m_423,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_m_423,3
spNO.181_m_569,spNO.181,m,569,577,609,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_m_569,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_m_569,3
spNO.181_m_876,spNO.181,m,876,882,928,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_m_876,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_m_876,3
spNO.181_m_1322,spNO.181,m,1322,1326,1438,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.181_m_1322,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.181_m_1322,3
spNO.182_a_742,spNO.182,a,742,749,769,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.182_a_742,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.182_a_742,4
spNO.182_e_2693,spNO.182,e,2693,2701,2716,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.182_e_2693,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.182_e_2693,4
spNO.182_g_88,spNO.182,g,88,96,127,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.182_g_88,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.182_g_88,4
spNO.183_j_416,spNO.183,j,416,421,438,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.183_j_416,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.183_j_416,4
spNO.183_m_133,spNO.183,m,133,137,148,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.183_m_133,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.183_m_133,4
spNO.184_c_466,spNO.184,c,466,471,490,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_c_466,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_c_466,0
spNO.184_c_682,spNO.184,c,682,690,698,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_c_682,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_c_682,0
spNO.184_c_1296,spNO.184,c,1296,1300,1318,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_c_1296,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_c_1296,0
spNO.184_c_2792,spNO.184,c,2792,2799,2813,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_c_2792,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_c_2792,0
spNO.184_f_5,spNO.184,f,5,12,23,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_f_5,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_f_5,0
spNO.184_h_1742,spNO.184,h,1742,1748,1755,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_h_1742,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_h_1742,0
spNO.184_h_3411,spNO.184,h,3411,3414,3417,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_h_3411,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_h_3411,0
spNO.184_h_3418,spNO.184,h,3418,3424,3428,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_h_3418,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_h_3418,0
spNO.184_i_8,spNO.184,i,8,8,23,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_i_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_i_8,0
spNO.184_i_3339,spNO.184,i,3339,3347,3354,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_i_3339,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_i_3339,0
spNO.184_j_227,spNO.184,j,227,234,241,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_227,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_227,0
spNO.184_j_1324,spNO.184,j,1324,1330,1343,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_1324,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_1324,0
spNO.184_j_1374,spNO.184,j,1374,1380,1387,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_1374,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_1374,0
spNO.184_j_1397,spNO.184,j,1397,1403,1428,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_1397,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_1397,0
spNO.184_j_1917,spNO.184,j,1917,1925,1976,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_j_1917,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_j_1917,0
spNO.184_k_149,spNO.184,k,149,154,161,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_k_149,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_k_149,0
spNO.184_k_1421,spNO.184,k,1421,1427,1437,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.184_k_1421,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.184_k_1421,0
spNO.185_k_997,spNO.185,k,997,1003,1034,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.185_k_997,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.185_k_997,3
spNO.186_c_337,spNO.186,c,337,343,352,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_c_337,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_c_337,2
spNO.186_c_359,spNO.186,c,359,365,473,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_c_359,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_c_359,2
spNO.186_f_448,spNO.186,f,448,456,502,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_f_448,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_f_448,2
spNO.186_l_3634,spNO.186,l,3634,3640,3660,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_l_3634,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_l_3634,2
spNO.186_l_3677,spNO.186,l,3677,3683,3699,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.186_l_3677,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.186_l_3677,2
spNO.187_c_2541,spNO.187,c,2541,2549,2575,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.187_c_2541,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.187_c_2541,3
spNO.187_d_1802,spNO.187,d,1802,1808,1852,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.187_d_1802,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.187_d_1802,3
spNO.187_i_3994,spNO.187,i,3994,3998,4015,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.187_i_3994,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.187_i_3994,3
spNO.187_l_3437,spNO.187,l,3437,3444,3484,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.187_l_3437,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.187_l_3437,3
spNO.188_c_309,spNO.188,c,309,317,333,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.188_c_309,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.188_c_309,1
spNO.188_e_8,spNO.188,e,8,8,39,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.188_e_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.188_e_8,1
spNO.188_m_1052,spNO.188,m,1052,1057,1076,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.188_m_1052,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.188_m_1052,1
spNO.189_a_467,spNO.189,a,467,471,474,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_a_467,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_a_467,0
spNO.189_d_101,spNO.189,d,101,104,107,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_d_101,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_d_101,0
spNO.189_d_122,spNO.189,d,122,127,130,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_d_122,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_d_122,0
spNO.189_e_8,spNO.189,e,8,8,28,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_8,0
spNO.189_e_148,spNO.189,e,148,153,156,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_148,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_148,0
spNO.189_e_1194,spNO.189,e,1194,1202,1239,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_1194,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_1194,0
spNO.189_e_2095,spNO.189,e,2095,2101,2105,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_2095,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_2095,0
spNO.189_e_2301,spNO.189,e,2301,2308,2323,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_2301,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_2301,0
spNO.189_e_2334,spNO.189,e,2334,2341,2365,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_e_2334,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_e_2334,0
spNO.189_f_7,spNO.189,f,7,7,70,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_7,0
spNO.189_f_144,spNO.189,f,144,150,208,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_144,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_144,0
spNO.189_f_679,spNO.189,f,679,685,695,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_679,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_679,0
spNO.189_f_1387,spNO.189,f,1387,1390,1394,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_1387,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_1387,0
spNO.189_f_1395,spNO.189,f,1395,1403,1423,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_f_1395,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_f_1395,0
spNO.189_g_40,spNO.189,g,40,44,48,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_40,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_40,0
spNO.189_g_50,spNO.189,g,50,55,59,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_50,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_50,0
spNO.189_g_367,spNO.189,g,367,372,376,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_367,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_367,0
spNO.189_g_911,spNO.189,g,911,915,920,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_911,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_911,0
spNO.189_g_990,spNO.189,g,990,996,1003,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_990,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_990,0
spNO.189_g_1719,spNO.189,g,1719,1727,1779,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_1719,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_1719,0
spNO.189_g_1812,spNO.189,g,1812,1819,1843,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_1812,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_1812,0
spNO.189_g_2043,spNO.189,g,2043,2048,2062,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.189_g_2043,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.189_g_2043,0
