Subject,Filename,clip_name,emotion,fold,Onset,Apex,Offset,frame_dir,depth_dir,AU,Objective class,Duration,frame_count
spNO.204,a,spNO.204_a_606,disgust,3,606,612,635,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_a_606,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_a_606,4,III,29,30
spNO.204,b,spNO.204_b_276,disgust,3,276,284,298,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_b_276,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_b_276,14,VII,22,23
spNO.204,b,spNO.204_b_670,disgust,3,670,678,698,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_b_670,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_b_670,14,VII,28,29
spNO.204,e,spNO.204_e_1651,others,3,1651,1659,1679,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_e_1651,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_e_1651,38,VII,28,29
spNO.204,j,spNO.204_j_500,surprise,3,500,503,516,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_j_500,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_j_500,5,II,16,17
spNO.204,j,spNO.204_j_697,surprise,3,697,701,706,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_j_697,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_j_697,5,II,9,10
spNO.204,k,spNO.204_k_721,happy,3,721,727,777,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_k_721,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_k_721,14,VII,56,57
spNO.204,m,spNO.204_m_2679,anger,3,2679,2685,2695,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_m_2679,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_m_2679,14,VII,16,17
spNO.206,a,spNO.206_a_10,others,3,10,17,24,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_a_10,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_a_10,1,V,14,15
spNO.206,a,spNO.206_a_117,surprise,3,117,124,146,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_a_117,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_a_117,1+2,II,29,30
spNO.206,c,spNO.206_c_69,others,3,69,75,80,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_c_69,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_c_69,1+4,V,11,12
spNO.206,e,spNO.206_e_338,surprise,3,338,346,358,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_e_338,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_e_338,R1+R2,II,20,21
spNO.206,e,spNO.206_e_1133,surprise,3,1133,1138,1142,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_e_1133,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_e_1133,5,II,9,10
spNO.206,f,spNO.206_f_31,surprise,3,31,37,46,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_f_31,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_f_31,1+2,II,15,16
spNO.206,f,spNO.206_f_117,surprise,3,117,122,141,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_f_117,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_f_117,1+2+5,VII,24,25
spNO.206,g,spNO.206_g_76,surprise,3,76,83,108,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_g_76,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_g_76,1+2,II,32,33
spNO.206,g,spNO.206_g_113,surprise,3,113,121,138,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_g_113,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_g_113,2+1,II,25,26
spNO.206,h,spNO.206_h_35,surprise,3,35,40,46,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_h_35,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_h_35,R2+R1,II,11,12
spNO.206,h,spNO.206_h_75,surprise,3,75,79,90,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_h_75,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_h_75,R2+R1,II,15,16
spNO.206,h,spNO.206_h_95,surprise,3,95,101,116,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_h_95,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_h_95,R2+R1,II,21,22
spNO.206,h,spNO.206_h_336,sad,3,336,339,343,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_h_336,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_h_336,1,V,7,8
spNO.206,j,spNO.206_j_19,surprise,3,19,25,30,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_j_19,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_j_19,R2,VII,11,12
spNO.206,k,spNO.206_k_1588,surprise,3,1588,1594,1601,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_k_1588,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_k_1588,1,V,13,14
spNO.206,l,spNO.206_l_2601,sad,3,2601,2608,2613,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_l_2601,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_l_2601,1,V,12,13
spNO.206,m,spNO.206_m_277,surprise,3,277,283,300,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_m_277,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_m_277,1+2,II,23,24
spNO.207,c,spNO.207_c_5,others,3,5,5,38,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_c_5,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_c_5,4,III,33,34
spNO.207,c,spNO.207_c_100,others,3,100,107,143,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_c_100,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_c_100,24+14,VII,43,44
spNO.207,c,spNO.207_c_366,disgust,3,366,372,380,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_c_366,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_c_366,4,III,14,15
spNO.207,e,spNO.207_e_404,disgust,3,404,410,414,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_e_404,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_e_404,4,III,10,11
spNO.207,h,spNO.207_h_98,sad,3,98,106,127,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_h_98,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_h_98,7,VII,29,30
spNO.207,j,spNO.207_j_24,disgust,3,24,30,48,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_j_24,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_j_24,4,III,24,25
spNO.207,l,spNO.207_l_3698,disgust,3,3698,3706,3726,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_l_3698,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_l_3698,4,III,28,29
spNO.207,l,spNO.207_l_3948,disgust,3,3948,3951,3971,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_l_3948,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_l_3948,4,III,23,24
spNO.207,m,spNO.207_m_26,disgust,3,26,34,48,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_m_26,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_m_26,24+T18+16,VII,22,23
spNO.208,c,spNO.208_c_1706,disgust,0,1706,1714,1739,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_1706,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_1706,4,III,33,34
spNO.208,c,spNO.208_c_1830,surprise,0,1830,1838,1854,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_1830,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_1830,4+R12,VII,24,25
spNO.208,c,spNO.208_c_1898,surprise,0,1898,1906,1929,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_1898,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_1898,4,III,31,32
spNO.208,c,spNO.208_c_1971,surprise,0,1971,1979,1994,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_1971,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_1971,4,III,23,24
spNO.208,d,spNO.208_d_1013,surprise,0,1013,1020,1028,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_d_1013,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_d_1013,5,II,15,16
spNO.208,d,spNO.208_d_2139,surprise,0,2139,2144,2147,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_d_2139,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_d_2139,5,II,8,9
spNO.208,e,spNO.208_e_937,surprise,0,937,947,952,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_e_937,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_e_937,5,II,15,16
spNO.208,e,spNO.208_e_1267,surprise,0,1267,1273,1293,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_e_1267,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_e_1267,5,II,26,27
spNO.208,e,spNO.208_e_1757,surprise,0,1757,1764,1777,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_e_1757,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_e_1757,5,II,20,21
spNO.208,f,spNO.208_f_1744,disgust,0,1744,1751,1764,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_f_1744,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_f_1744,4,III,20,21
spNO.208,m,spNO.208_m_47,surprise,0,47,51,55,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_m_47,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_m_47,R2+R1,II,8,9
spNO.208,m,spNO.208_m_178,disgust,0,178,183,198,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_m_178,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_m_178,4,III,20,21
spNO.208,m,spNO.208_m_608,disgust,0,608,616,641,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_m_608,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_m_608,4,III,33,34
spNO.208,m,spNO.208_m_1272,disgust,0,1272,1280,1289,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_m_1272,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_m_1272,4,III,17,18
spNO.209,c,spNO.209_c_221,others,3,221,228,262,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_c_221,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_c_221,14,VII,41,42
spNO.209,h,spNO.209_h_2818,sad,3,2818,2823,2838,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_h_2818,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_h_2818,14,VII,20,21
spNO.209,i,spNO.209_i_3296,anger,3,3296,3302,3329,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_i_3296,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_i_3296,14,VII,33,34
spNO.209,j,spNO.209_j_661,happy,3,661,668,709,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_j_661,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_j_661,14,VII,48,49
spNO.209,l,spNO.209_l_268,sad,3,268,272,301,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_l_268,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_l_268,14,VII,33,34
spNO.210,a,spNO.210_a_62,others,1,62,69,78,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_a_62,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_a_62,12,I,16,17
spNO.210,a,spNO.210_a_913,happy,1,913,920,935,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_a_913,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_a_913,12,I,22,23
spNO.210,b,spNO.210_b_5,others,1,5,5,36,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_b_5,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_b_5,B28,VII,31,32
spNO.210,c,spNO.210_c_110,others,1,110,117,135,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_c_110,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_c_110,14,VII,25,26
spNO.210,c,spNO.210_c_3207,disgust,1,3207,3211,3215,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_c_3207,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_c_3207,9+4,IV,8,9
spNO.210,i,spNO.210_i_1,anger,1,1,5,26,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_i_1,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_i_1,14,VII,25,26
spNO.210,m,spNO.210_m_4,anger,1,4,4,18,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_m_4,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_m_4,14,VII,14,15
spNO.211,e,spNO.211_e_5,others,1,5,11,47,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.211_e_5,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.211_e_5,14,VII,42,43
spNO.211,h,spNO.211_h_1,sad,1,1,1,68,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.211_h_1,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.211_h_1,14,VII,67,68
spNO.212,e,spNO.212_e_1876,surprise,0,1876,1884,1909,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.212_e_1876,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.212_e_1876,R2+R1,II,33,34
spNO.212,j,spNO.212_j_1127,happy,0,1127,1130,1137,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.212_j_1127,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.212_j_1127,L14,VII,10,11
spNO.214,b,spNO.214_b_5,others,0,5,7,16,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.214_b_5,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.214_b_5,2+1,II,11,12
spNO.214,k,spNO.214_k_4,surprise,0,4,7,28,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.214_k_4,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.214_k_4,1+2,II,24,25
spNO.214,m,spNO.214_m_4,others,0,4,4,72,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.214_m_4,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.214_m_4,17,VII,68,69
spNO.215,a,spNO.215_a_33,disgust,3,33,40,55,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_a_33,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_a_33,4,III,22,23
spNO.215,a,spNO.215_a_84,others,3,84,89,110,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_a_84,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_a_84,1,V,26,27
spNO.215,b,spNO.215_b_5,others,3,5,5,37,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_b_5,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_b_5,1+14,VII,32,33
spNO.215,b,spNO.215_b_42,disgust,3,42,46,52,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_b_42,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_b_42,4,III,10,11
spNO.215,b,spNO.215_b_101,disgust,3,101,106,120,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_b_101,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_b_101,1,V,19,20
spNO.215,b,spNO.215_b_899,surprise,3,899,903,906,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_b_899,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_b_899,24,VII,7,8
spNO.215,c,spNO.215_c_119,surprise,3,119,127,141,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_c_119,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_c_119,1,V,22,23
spNO.215,e,spNO.215_e_7,others,3,7,7,59,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_e_7,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_e_7,14,VII,52,53
spNO.215,e,spNO.215_e_2058,others,3,2058,2065,2078,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_e_2058,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_e_2058,1,V,20,21
spNO.215,f,spNO.215_f_5,others,3,5,5,56,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_f_5,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_f_5,14,VII,51,52
spNO.215,f,spNO.215_f_127,disgust,3,127,135,151,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_f_127,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_f_127,1,V,24,25
spNO.215,j,spNO.215_j_668,disgust,3,668,674,678,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_j_668,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_j_668,4,III,10,11
spNO.215,k,spNO.215_k_7,others,3,7,7,42,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_k_7,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_k_7,14,VII,35,36
spNO.215,m,spNO.215_m_877,others,3,877,883,905,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.215_m_877,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.215_m_877,9,IV,28,29
spNO.216,a,spNO.216_a_921,disgust,4,921,926,936,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.216_a_921,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.216_a_921,7,VII,15,16
spNO.216,a,spNO.216_a_939,disgust,4,939,945,966,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.216_a_939,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.216_a_939,7,VII,27,28
spNO.216,b,spNO.216_b_67,happy,4,67,73,103,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.216_b_67,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.216_b_67,R14,VII,36,37
spNO.216,c,spNO.216_c_2367,disgust,4,2367,2375,2389,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.216_c_2367,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.216_c_2367,7,VII,22,23
